geoname_id,synonym,word_likelihood
6252001,U.S.,0.00050803
6252001,United States,0.000642809
6252001,America,0.000248178
6252001,US,0.000320038
6252001,USA,0.000130848
6252001,United States of America,1.18E-05
6252001,U.S.A.,0.00050803
